reTau,imTau,coneDeficit,margin
0,3.246857,1.15463e-14,0.00136790
0,3.748481,7.10543e-15,0.000756211
0,4.553999,1.79412e-13,0.00297587
0,3.214565,9.32587e-14,0.000849750
0,1.021228,1.77636e-15,0.00149826
0,1.019721,5.08038e-13,0.000526296
0,2.573039,7.10543e-15,0.00294464
0,3.704432,2.66454e-15,0.00204637
0,5.042313,4.44089e-15,0.00238926
0,1.014302,4.44089e-15,0.000576992
0,1.013317,5.32907e-15,0.00123390
0,7.202103,1.50990e-14,0.00160582
0,1.011986,6.35048e-13,0.000357338
0,8.459191,1.68754e-14,0.000313060
0,1.022474,7.10543e-14,0.000233774
0,9.742965,9.46798e-13,0.000380495
0,6.717794,1.06581e-14,0.000696883
0,0.957202,4.44089e-15,0.00110951
0,4.624121,3.55271e-15,0.00252222
0,1.015563,7.10543e-15,0.000390382
0,4.11947,1.06581e-14,0.000310496
0,1.020034,5.77316e-14,0.000882940
0,3.635465,7.10543e-15,0.00292738
